project,unit,type,parent,countries,status,start_year,capacity,geom,route,url
Kholmogory-Klin Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1984,,line,"53.13904,47.55678:53.24746,47.60601:53.35302,47.59153:53.4566,47.63207:53.54272,47.63931:53.61149,47.6755:53.72729,47.75803:53.79576,47.87965:53.85387,47.9419:53.93577,47.95783:54.00986,48.18079:54.23218,48.23002:54.45667,48.17211:54.5441,48.16632:54.64644,48.13446:54.80363,48.21554:54.89865,48.21554:54.96187,48.3111:54.98514,48.40376:55.2666,48.62672:55.34242,48.841:55.4969,48.89747:55.5428,49.04804:55.7715,49.23915:56.17819,49.23626:56.27397,49.49397:56.37031,49.67929:56.476,49.72562:56.51756,49.7763:56.66663,49.85158:56.66981,49.83276:56.70957,49.82987:56.71831,49.85882:56.76119,49.85593:56.78975,49.93701:56.82779,50.02967:56.83809,50.08179:56.87529,50.16287:56.84522,50.29751:56.88004,50.45822:56.89507,51.03011:56.93616,51.17779:56.93616,51.25742:56.93458,51.34863:56.99536,51.45288:57.01901,51.46012:57.04974,51.5412:57.0521,51.59187:57.09459,51.62662:57.1001,51.6715:57.22728,51.81411:57.28327,51.9379:57.28797,51.99943:57.30401,52.06241:57.33332,52.12032:57.34075,52.34401:57.37433,52.40265:57.38954,52.48373:57.41723,52.52354:57.42035,52.5706:57.43088,52.59883:57.43633,52.62562:57.46554,52.68715:57.46515,52.88912:57.45775,52.9159:57.46749,52.96803:57.47372,53.0158:57.4706,53.06069:57.49745,53.10629:57.53866,53.1215:57.57556,53.27858:57.58487,53.385:57.60776,53.44581:57.61861,53.45739:57.63606,53.68977:57.67517,53.74985:57.69181,53.93879:57.70961,53.9815:57.71541,54.05027:57.74131,54.11036:57.74208,54.2508:57.72662,54.30292:57.7359,54.54036:57.72198,54.81255:57.72662,55.02104:57.81966,55.17379:57.84779,55.29902:57.8528,55.66388:57.80037,55.88394:57.90822,56.1127:57.90976,56.17641:57.89284,56.20247:57.90438,56.25604:57.93052,56.31105:57.9674,56.33567:57.98122,56.38489:58.01345,56.43701:58.01575,56.50651:58.05637,56.60496:58.00271,56.74106:58.08011,56.77291:58.13442,56.95968:58.13289,57.02193:58.14818,57.12763:58.152,57.20726:58.19704,57.44325:58.14665,57.65319:58.24813,57.69083:58.32499,57.83416:58.3683,57.86312:58.38424,57.96447:58.41004,58.01514:58.43506,58.15848:58.43316,58.30977:58.42521,58.37058:58.56555,58.72385:58.50018,58.85452:58.50056,59.04129:58.51417,59.20851:58.53949,59.31493:58.52816,59.3685:58.52816,59.45392:58.51757,59.51255:58.51379,59.54947:58.48164,59.59219:58.50207,59.72249:58.49299,59.7652:58.49412,59.92157:58.52097,60.02653:58.61384,60.08589:58.6293,60.18796:58.66621,60.31103:58.6775,60.34433:58.67976,60.37618:58.72188,60.44133:58.72489,60.52676:58.73315,60.53979:58.74067,60.56874:58.77671,60.59915:58.80972,60.67733:58.81272,60.7946:58.8367,60.89161:58.90855,60.92636:58.9235,60.96255:58.97354,61.01467:59.06148,61.23619:59.07041,61.38821:59.09719,61.55471:59.0585,61.71542:59.05702,61.81822:59.06297,61.90653:59.08976,62.09909:59.06967,62.24243:59.08157,62.32495:59.08381,62.46105:59.10388,62.51317:59.13732,62.56674:59.15885,62.60873:59.1826,62.64203:59.21596,62.67967:59.23003,62.73034:59.23744,62.8259:59.27593,62.95041:59.30698,63.03004:59.34686,63.07348:59.43974,63.24722:59.44563,63.60194:59.46182,63.61786:59.4883,63.74817:59.51769,63.94941:59.51622,64.33019:59.61083,64.48366:59.66572,64.64726:59.74314,64.79639:59.74459,64.85865:59.71759,64.97882:59.72927,65.03239:59.69057,65.13808:59.70226,65.28286:59.70007,65.41316:59.68911,65.49569:59.64377,65.59849:59.6284,65.68101:59.60058,65.78091:59.58079,65.86488:59.51989,65.91701:59.46145,66.16024:59.48021,66.23263:59.48278,66.34556:59.50336,66.48455:59.4992,66.67229:59.5183,66.78522:59.51046,66.79873:59.52662,66.86726:59.52417,66.91166:59.51732,66.94351:59.52711,67.06417:59.53739,67.08251:59.54375,67.14621:59.55744,67.18868:59.55158,67.34311:59.5369,67.38462:59.53641,67.56029:59.53005,67.58828:59.5369,67.6404:59.532,67.67225:59.52368,67.707:59.52662,67.81607:59.51879,67.89908:59.53543,67.99946:59.53543,68.09405:59.58238,68.17127:59.59019,68.20988:59.61461,68.25814:59.61657,68.29868:59.64097,68.33922:59.64097,68.36238:59.6517,68.3759:59.6556,68.41257:59.66535,68.44539:59.67315,68.49172:59.68484,68.54384:59.67315,68.58438:59.73888,68.73447:59.77971,68.78949:59.82001,68.85319:59.84572,68.83872:59.87141,68.86285:59.90821,68.84837:59.91837,68.87346:59.94158,68.86767:59.97058,68.91304:59.98313,69.02307:60.01499,69.22577:60.10555,69.59062:60.1344,69.65239:60.13729,69.73733:60.16035,69.83965:60.16707,69.98636:60.24093,70.17168:60.24381,70.35507:60.25818,70.50758:60.28785,70.60603:60.35476,70.70448:60.36049,70.72958:60.3748,70.72958:60.57743,71.09057:60.6125,71.2199:60.63712,71.25272:60.63617,71.30677:60.66456,71.42067:60.71559,71.4477:60.71795,71.47279:60.84798,71.63688:61.00417,71.73147:61.01727,71.78359:61.0556,71.86467:61.06214,71.9747:61.09668,72.05964:61.12093,72.18512:61.15168,72.27006:61.17682,72.39361:61.2261,72.49978:61.2781,72.64843:61.30962,72.67931:61.32074,72.91289:61.30035,73.09049:61.33093,73.23335:61.38183,73.3067:61.3809,73.51712:61.42433,73.60592:61.42525,73.62715:61.46032,73.65418:61.46585,73.71595:61.51469,73.8839:61.52021,73.99394:61.55793,74.08467:61.59469,74.11555:61.63048,74.11941:61.6699,74.22366:61.72024,74.26227:61.72573,74.29315:61.81703,74.31825:61.83071,74.37423:61.86077,74.38968:61.9008,74.3974:61.91443,74.37423:62.00609,74.38968:62.03507,74.42249:62.09837,74.46496:62.11553,74.43408:62.14711,74.43794:62.16605,74.47075:62.23087,74.44373:62.25335,74.45338:62.28389,74.41574:62.30409,74.41477:62.33816,74.48137:62.38025,74.37423:62.42229,74.31246:62.48835,74.36265:62.50974,74.33948:62.57828,74.33755:62.6147,74.2835:62.66793,74.2391:62.7246,74.23717:62.7688,74.25455:62.79088,74.27964:62.83234,74.27385:62.86317,74.29122:62.88165,74.27964:62.94143,74.34528:62.96776,74.35107:62.98355,74.38388:63.02649,74.43408:63.05887,74.52867:63.09732,74.58079:63.15056,74.60202",https://www.gem.wiki/Kholmogory-Klin_Oil_Pipeline
Kholmogory-Western Surgut Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1976,,line,"63.14579,74.60107:63.108116,74.513778:63.075488,74.46949:63.066003,74.464512:63.033171,74.363746:62.994925,74.325638:62.97473,74.29285:62.947104,74.281521:62.888803,74.211311:62.870727,74.222641:62.833443,74.202041:62.792973,74.213714:62.778135,74.188995:62.715249,74.167022:62.673986,74.173546:62.606929,74.229164:62.578008,74.272766:62.513903,74.267959:62.490918,74.296798:62.425353,74.24427:62.383049,74.296627:62.379468,74.310875:62.33455,74.41181:62.309352,74.354305:62.298262,74.344005:62.285411,74.349155:62.267284,74.362888:62.253221,74.386921:62.225716,74.374561:62.173917,74.399967:62.160692,74.397049:62.145618,74.377823:62.141928,74.366665:62.118657,74.363403:62.092877,74.397049:62.046081,74.368038:62.027648,74.33834:62.002114,74.319973:61.975832,74.321861:61.950011,74.307441:61.93093,74.30561:61.903318,74.307785:61.886659,74.325638:61.862383,74.324951:61.839464,74.299717:61.832983,74.296627:61.818312,74.268474:61.807771,74.243583:61.721849,74.220581:61.715994,74.18848:61.665521,74.145393:61.632099,74.050636:61.597089,74.040508:61.553782,74.005317:61.516392,73.920517:61.514018,73.819923:61.461165,73.636932:61.454849,73.58303:61.422677,73.550071:61.420542,73.52724:61.380196,73.437462:61.377154,73.236618:61.332551,73.168983:61.32499,73.01672",https://www.gem.wiki/Kholmogory-Western_Surgut_Oil_Pipeline
Khurais-Riyadh Oil Pipeline,,oil_pipelines,Saudi Aramco [100.00%],Saudi Arabia,operating,,,line,"25.087111,48.043278:24.709961,46.674188",https://www.gem.wiki/Khurais-Riyadh_oil_pipeline
Khursaniyah-Ras Tanura Oil Pipelines,Pipeline 1,oil_pipelines,Saudi Aramco [100.00%],Saudi Arabia,operating,,,line,"27.141565,49.2081:26.771517,49.99627",https://www.gem.wiki/Safiniyah-Kursaniyah_Oil_Pipelines
Kiengop-Naberezhnye Chelny Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1969,,line,"55.67357,52.35563:55.75658,52.26747:55.83254,52.24752:55.90097,52.30302:55.98025,52.38925:56.03278,52.55527:56.13403,52.56299:56.20854,52.61511:56.23859,52.70005:56.3038,52.7734:56.32682,52.82102:56.33609,52.84837:56.39081,52.90564:56.4586,52.94682:56.50235,52.9457:56.53314,52.98044:56.54698,53.0242:56.56449,53.02299:56.57867,53.07769:56.66081,53.11501:56.7512,53.17763:56.79787,53.26112:56.85689,53.31348:56.9228,53.23771:57.0783,53.24145:57.09787,53.26172:57.13924,53.27331:57.14905,53.29502:57.17849,53.30407:57.18752,53.32145:57.21203,53.33484:57.24631,53.40144:57.27499,53.41067",https://www.gem.wiki/Kiengop-Naberezhnye_Chelny_Oil_Pipeline
Kinder Morgan Crude Condensate (KMCC) Pipeline,,oil_pipelines,Kinder Morgan [100.00%],United States,operating,2012,300000,line,"29.233838,-97.54842:29.064732,-97.358906:28.912465,-96.775041:29.594245,-95.624338:29.577526,-95.426584:29.551105,-95.329035:29.706228,-95.140897:29.731726,-95.234281;29.706228,-95.140897:29.744093,-95.133687;28.953854,-97.82297:29.064732,-97.358906;29.312167,-96.102156:29.083668,-95.73585",https://www.gem.wiki/Kinder_Morgan_Crude_Condensate_(KMCC)_Pipeline
Kirkuk Baiji Baghdad Oil Pipeline,,oil_pipelines,Iraq Ministry of Oil [100.00%],Iraq,operating,2018,40000,line,"35.465728,44.380061:35.021419,43.442772:33.316687,44.361407",https://www.gem.wiki/Kirkuk_Baiji_Baghdad_Oil_Pipeline
Kirkuk-Baniyas Oil Pipelines,,oil_pipelines,Iraq Ministry of Oil [100.00%],"Iraq, Syria",mothballed,1952,300000,line,"35.467127,44.380471:34.013711,42.820412:34.712019,36.18467:34.91272,35.893532:35.190407,35.978676",https://www.gem.wiki/Kirkuk-Baniyas_Oil_Pipeline
Kirkuk-Baniyas Oil Pipelines,Main Pipeline,oil_pipelines,Iraq Ministry of Oil [100.00%],"Iraq, Lebanon",mothballed,1940,421000,line,"35.466728,44.38129:34.435214,38.524599:34.434296,35.835504",https://www.gem.wiki/Kirkuk-Baniyas_Oil_Pipelines
Kirkuk-Baniyas Oil Pipelines,Rehabilitation Pipeline,oil_pipelines,Unknown [unknown %],"Iraq, Syria",proposed,,300000,line,"35.467127,44.380471:34.013711,42.820412:34.712019,36.18467:34.91272,35.893532:35.190407,35.978676",https://www.gem.wiki/Kirkuk-Baniyas_Oil_Pipelines
Kirkuk-Baniyas Oil Pipelines,Heavy Oil Pipeline,oil_pipelines,Unknown [unknown %],"Iraq, Syria",proposed,,1500000,line,"35.467127,44.380471:34.013711,42.820412:34.712019,36.18467:34.91272,35.893532:35.190407,35.978676",https://www.gem.wiki/Kirkuk-Baniyas_Oil_Pipelines
Kirkuk-Baniyas Oil Pipelines,Light Oil Pipeline,oil_pipelines,Unknown [unknown %],"Iraq, Syria",proposed,,1250000,line,"35.467127,44.380471:34.013711,42.820412:34.712019,36.18467:34.91272,35.893532:35.190407,35.978676",https://www.gem.wiki/Kirkuk-Baniyas_Oil_Pipelines
Kirkuk-Ceyhan Oil Pipeline,,oil_pipelines,Republic of Türkiye Ministry of Energy and Natural Resources [100.00%],"Iraq, Türkiye",operating,1976,1400000,line,"35.5173,44.3099:35.0928,43.5863:35.0313,43.5456:35.0333,43.4615:35.2336,43.2142:35.5531,43.0111:36.2133,42.7418:36.2465,42.7473:36.4516,42.6655:36.4852,42.646:36.8318,42.3934:36.9713,42.3704:37.0458,42.3759:37.1247,42.4222:37.411925,42.226465:37.028528,35.813335",https://www.gem.wiki/Kirkuk-Ceyhan_Oil_Pipeline
Knight Warrior Pipeline,,oil_pipelines,Blueknight Energy Partners [100.00%],United States,cancelled,2016,100000,line,"31.027595,-95.7458:30.957489,-95.756486:30.87169,-95.807782:30.738195,-95.763863:30.723591,-95.80025:30.589511,-95.928767;30.98347,-96.204216:30.793975,-96.104689:30.792381,-96.086772:30.733872,-96.031912:30.589511,-95.928767;30.589511,-95.928767:30.537474,-95.897561:30.464342,-95.793848:30.331623,-95.709487:30.270973,-95.465191:30.168479,-95.337773:30.144355,-95.370913:30.126407,-95.368826:30.016968,-95.306358:30.016119,-95.27624:29.990186,-95.245013:29.808021,-95.234753:29.752591,-95.256648:29.765007,-95.211077:29.756917,-95.158078",https://www.gem.wiki/Knight_Warrior_Pipeline
Korla-Shanshan Oil Pipeline,,oil_pipelines,"National Petroleum and Natural Gas Pipeline Network Group Co., Ltd. [100.00%]",China,operating,1997,,line,"41.681222,86.192201:43.084557,90.419404",https://www.gem.wiki/Korla-Shanshan_Oil_Pipeline
Krasnoleninsk-Shaim-Konda Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1986,,line,"61.71835,66.45063:61.7063125,66.4051437:61.627939,66.3514137:61.5730736,66.2439537:61.5267053,66.1109161:61.5092687,66.0848236:61.4891183,66.0055161:61.4902655,65.7665634:61.477153,65.6762695:61.4272755,65.5331039:61.4027997,65.5145645:61.3453955,65.3641891:61.2895351,65.3082275:61.1877758,65.0600052:61.1604628,65.0455856:61.1069272,64.9312592:61.0685844,64.9269676:61.0297794,64.8062897:60.9779378,64.7774506:60.8348735,64.7884369:60.7889974,64.7541046:60.4656809,64.4815063:60.4031715,64.4358444:60.2459456,64.5161819:60.1124344,64.5213318:60.08086,64.69428:60.0339876,64.8179626:59.868262,65.0390625:59.795453,65.216217:59.7023992,65.3398132:59.57946,65.8651",https://www.gem.wiki/Krasnoleninsk-Shaim-Konda_Oil_Pipeline
Krasnoyarsk-Irkutsk Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1984,,line,"55.97819,93.2731:55.87747,93.370743:55.889195,93.486786:55.878815,93.521805:55.875355,93.588753:55.848815,93.675957:55.818021,93.725052:55.80974,93.78891:55.823219,93.864098:55.81571,93.921776:55.816095,93.98838:55.777181,94.299774:55.764458,94.332047:55.765422,94.376335:55.720666,94.55658:55.711207,94.709702:55.726649,94.752274:55.72291,94.79794:55.730316,94.909515:55.86151,95.151901:55.911482,95.381241:55.93606,95.465698:55.943929,95.516167:56.013914,95.581055:56.043022,95.646286:56.132503,95.833054:56.136322,96.009521:56.128683,96.268387:56.156558,96.479874:56.12113,96.65656:56.103081,96.822166:56.059289,96.912117:56.060628,97.041206:56.078036,97.169609:56.073063,97.287369:56.065985,97.398605:56.041873,97.526321:56.001844,97.712746:55.912442,97.833939:55.83794,97.96779:55.72711,98.139877:55.69984,98.285446:55.579703,98.496589:55.515803,98.553238:55.4481,98.547401:55.424143,98.564567:55.399976,98.553581:55.38501,98.55131:55.365844,98.549118:55.348279,98.560791:55.305897,98.603706:55.275986,98.626022:55.242531,98.630829:55.147685,98.68164:55.144742,98.692627:55.054383,98.751678:54.996524,98.747902:54.82612,98.90836:54.77499,98.969688:54.785861,99.208984:54.719997,99.381675:54.701385,99.487419:54.668893,99.529304:54.602044,99.678306:54.580995,99.854088:54.586556,100.036735:54.568082,100.101967:54.544828,100.178184:54.54197,100.48456:54.544033,100.533523:54.468016,100.597381:54.449886,100.686989:54.442711,100.798912:54.402432,100.928001:54.347532,101.213989:54.280754,101.40007:54.0513,101.80033:53.96157,101.842613:53.742815,102.004661:53.561611,102.188682:53.32807,102.602043:53.266203,102.693367:53.077182,102.780571:52.942924,102.868461:52.845113,103.11222:52.772595,103.33744:52.684581,103.479576:52.492995,103.726082:52.370107,103.897743:52.303084,104.022712:52.328625,104.236908",https://www.gem.wiki/Krasnoyarsk-Irkutsk_Oil_Pipeline
Kremenchuk–Kherson Oil Pipeline,,oil_pipelines,Unknown [unknown %],Ukraine,operating,1972,,line,"49.317388,33.110885:49.220135,33.033793:48.937356,33.044072:48.734384,33.028654:48.493138,32.987539:48.216505,32.951563:48.082776,32.951563:47.862567,32.931005:47.682955,32.879611:47.433238,32.79738:47.168356,32.643197:46.965316,32.571245:46.73333,32.458177:46.62755,32.417062",https://www.gem.wiki/Kremenchuk-Kherson_Oil_Pipeline
Krymsk-Krasnodar Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1989,,line,"44.88523,37.96151:44.888472,37.985229:44.878012,38.035355:44.870956,38.111916:44.841143,38.18058:44.827143,38.256283:44.815698,38.280144:44.822517,38.305893:44.821786,38.355675:44.815089,38.373356:44.820934,38.39241:44.82983,38.5156:44.814602,38.536434:44.801327,38.57317:44.813141,38.626041:44.814115,38.720798:44.830552,38.770065:44.85635,38.80585:44.89285,38.874779:44.941473,38.935547:44.99855,38.96468",https://www.gem.wiki/Krymsk-Krasnodar_Oil_Pipeline
Ku-Maloob-Zaap Oil Pipeline Network,,oil_pipelines,Pemex [100.00%],Mexico,operating,1981,800000,line,"19.5895,-92.2458:19.5531,-92.2365:19.5078002,-92.19671584:18.650503,-91.807455",https://www.gem.wiki/Ku-Maloob-Zaap_Oil_Pipeline_Network
Kuibyshev-Lysychansk Oil Pipeline,,oil_pipelines,Transneft [100.00%],"Russia, Ukraine",operating,1977,,line,"52.99433,50.55136:52.971862,50.420074:52.922962,50.401535:52.864873,50.252189:52.7946,49.9134:52.810865,49.57241:52.727852,49.268226:52.50964,49.03387:52.330219,48.888607:52.329696,48.890152:52.270793,48.808785:52.146442,48.590432:52.122246,48.582878:52.094456,48.560219:51.972989,48.343239:51.970455,48.31955:51.951445,48.272858:51.92647,48.17866:51.925874,48.160076:51.863153,48.026181:51.875111,47.864647:51.872572,47.822075:51.848862,47.775383:51.827258,47.752724:51.789107,47.54673:51.736492,47.398415:51.71271,47.213707:51.602981,46.884117:51.597871,46.851845:51.58809,46.84122:51.51603,46.5765:51.519016,46.568947:51.43917,46.376:51.424423,46.355057:51.416942,46.348534:51.327492,46.228371:51.302852,46.227684:51.296851,46.217041:51.295136,46.147347:51.277341,46.126061:51.255463,46.120568:51.22399,46.06837:51.259552,46.023064:51.237417,46.008988:51.235697,45.996971:51.216562,45.991822:51.180419,45.996971:51.155016,46.03817:51.122273,46.030274:51.089292,46.036797:51.060602,45.988732:51.03794,45.984268:50.931873,45.846634:50.99915,45.74767:51.045291,45.618705:51.0414,45.495796:50.978662,45.429878:50.976497,45.407905:50.964805,45.395546:50.92971,45.401039:50.806455,45.229377:50.754278,45.192985:50.729473,45.15728:50.709446,45.092048:50.691152,45.063896:50.685053,45.03231:50.65716,45.002098:50.655555,44.939575:50.64663,44.887047:50.665567,44.863701:50.663608,44.814606:50.67351,44.75658:50.662955,44.728775:50.658603,44.710236:50.592392,44.602432:50.59675,44.57016:50.595879,44.533081:50.601109,44.515228:50.609389,44.417038:50.605031,44.399872:50.608953,44.364166:50.593699,44.321594:50.583673,44.263916:50.573208,44.233017:50.551835,44.211044:50.536563,44.173965:50.526087,44.12384:50.519539,44.103928:50.517793,44.072342:50.51037,44.022217:50.502509,44.01329:50.488969,43.958359:50.477172,43.845062:50.46947,43.83176:50.470617,43.80455:50.457941,43.782578:50.393637,43.588943:50.376124,43.550491:50.312585,43.345871:50.288901,43.134384:50.281881,43.012161:50.285391,42.992249:50.276615,42.923584:50.269155,42.913971:50.27091,42.900925:50.237105,42.746429:50.223049,42.71553:50.2174,42.69342:50.202396,42.611847:50.18789,42.595367:50.164584,42.541122:50.156226,42.531509:50.154026,42.51915:50.148306,42.517776:50.137305,42.462158:50.117056,42.407913:50.110451,42.393494:50.073888,42.249985:50.075651,42.239685:50.065955,42.211533:50.066396,42.1875:50.05802,42.142181:50.03862,42.112656:50.028475,42.087936:50.000236,41.992493:49.987877,41.985626:49.978163,41.96846:49.95608,41.945801:49.95122,41.91437:49.929566,41.846237:49.919399,41.787186:49.920725,41.759033:49.882247,41.695862:49.871628,41.696548:49.863218,41.682129:49.862776,41.666336:49.827796,41.615524:49.819822,41.615524:49.796336,41.585999:49.795007,41.578445:49.780821,41.55304:49.784368,41.426697:49.748887,41.339493:49.721816,41.31752:49.707608,41.287994:49.687622,41.274261:49.667628,41.22757:49.672516,41.075134:49.66577,40.99472:49.65296,40.938492:49.658294,40.911713:49.658739,40.823822:49.649848,40.805283:49.649848,40.767517:49.638733,40.718079:49.624501,40.697479:49.597805,40.631561:49.561298,40.617142:49.535459,40.55809:49.538578,40.510712:49.528774,40.489426:49.530111,40.462646:49.518968,40.429688:49.475263,40.396042:49.473479,40.310898:49.465,40.288239:49.465,40.262146:49.44161,40.20775:49.40259,40.06874:49.374549,40.041389:49.36829,39.973412:49.344809,39.893761:49.319975,39.826813:49.309904,39.748535:49.284828,39.690857:49.24719,39.611206:49.201448,39.445038:49.154317,39.304276:49.063069,39.197159:48.975259,39.141541:48.933326,38.82019:48.962638,38.642349:48.89813,38.453522:48.80505,38.35786",https://www.gem.wiki/Kuibyshev-Lysychansk_Oil_Pipeline
Kuibyshev-Tikhoretsk Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1974,,line,"53.11084,50.55722:52.95283,50.50467:52.86479,50.38205:52.79424,49.65802:52.71649,49.38943:52.53928,49.02157:52.25068,48.54278:52.20776,48.51942:52.04646,48.28586:52.02131,48.19244:51.94219,47.99976:51.94939,47.77787:51.90979,47.67861:51.87375,47.51512:51.81243,47.35163:51.7727,47.13559:51.52634,46.37652:51.34799,46.16048:51.3261,46.06122:51.26769,46.01451:51.24211,46.00283:51.2348,45.95612:51.1909,45.94444:51.13964,45.9386:51.10299,45.9678:50.98184,45.89189:50.9561,45.81306:50.95794,45.71964:50.93771,45.66417:50.93403,45.57659:50.84563,45.45981:50.8069,45.45689:50.72381,45.34595:50.67018,45.27588:50.6276,45.25544:50.56645,45.13574:50.52192,45.01313:50.46435,44.94306:50.4253,44.9197:50.37133,44.80876:50.34526,44.72994:50.03873,44.65987:49.80565,44.61024:49.73022,44.58688:49.66413,44.56353:49.61119,44.51681:49.55441,44.48178:49.48428,44.4847:49.41975,44.46134:49.08245,44.43507:48.93115,44.3942:48.83132,44.35916:48.61561,44.25114:48.45516,44.32705:48.35438,44.365:48.26506,44.33581:48.20283,44.2453:48.15805,44.1694:48.00592,44.16648:47.86509,43.90664:47.83669,43.67746:47.80238,43.58258:47.60788,43.30815:47.60197,43.16801:47.47189,42.96949:47.45018,42.86147:47.34544,42.6571:47.15718,42.44398:47.01803,42.16371:46.94433,42.12576:46.8885,42.02942:46.82861,41.84841:46.6345,41.67324:46.61245,41.63529:46.51208,41.60025:46.45781,41.53602:46.44171,41.4572:46.29466,41.38713:46.23209,41.22364:46.22401,41.11562:46.11685,40.7682:46.048,40.72441:46.00746,40.65434:45.99124,40.5434:45.95471,40.42662:45.90598,40.16679",https://www.gem.wiki/Kuibyshev-Tikhoretsk_Oil_Pipeline
Kuleshovka-Kuibyshev Oil Pipeline,,oil_pipelines,Transneft [100.00%],Russia,operating,1954,,line,"52.7795,51.10994:52.831395,50.842667:52.949052,50.718384:52.961875,50.581055:52.99226,50.53428",https://www.gem.wiki/Kuleshovka-Kuibyshev_Oil_Pipeline
Kumkol-Karakoin Oil Pipeline,,oil_pipelines,Samruk-Kazyna SWF JSC [90.00%],Kazakhstan,operating,1990,,line,"46.422425,65.721759:46.326861345071386,68.27367788361471",https://www.gem.wiki/Kumkol-Karakoin_Oil_Pipeline
Kumkol-Karakoin Oil Pipeline,Expansion,oil_pipelines,Samruk-Kazyna SWF JSC [90.00%],Kazakhstan,operating,2014,,line,"46.422425,65.721759:46.326861345071386,68.27367788361471",https://www.gem.wiki/Kumkol-Karakoin_Oil_Pipeline
Kurdistan Oil Pipeline,,oil_pipelines,Kurdistan Regional Government [100.00%],"Iraq, Türkiye",operating,2013,700000,line,"35.886613,44.592991:36.190161,43.994672:36.501754,43.585381:36.683029,43.338004:36.675023,43.063112:36.734387,43.096747:36.865914,42.987894:37.070279,42.376671:37.028326,35.812263",https://www.gem.wiki/Kurdistan_Oil_Pipeline
Kursaniyah-Ras Tanura  Oil Pipelines,Pipeline 2,oil_pipelines,Saudi Aramco [100.00%],Saudi Arabia,operating,,,line,"27.141565,49.2081:26.771517,49.99627",https://www.gem.wiki/Safiniyah-Kursaniyah_Oil_Pipelines
Kursaniyah-Ras Tanura Oil Pipeline,,oil_pipelines,Saudi Aramco [100.00%],Saudi Arabia,operating,,,line,"27.131887,49.197731:26.764944,50.001078",https://www.gem.wiki/Safiniyah-Kursaniyah_Oil_Pipelines
Kursaniyah-Ras Tanura Oil Pipelines,Pipeline 3,oil_pipelines,Saudi Aramco [100.00%],Saudi Arabia,operating,,,line,"27.141565,49.2081:26.771517,49.99627",https://www.gem.wiki/Safiniyah-Kursaniyah_Oil_Pipelines
Kutubu Oil Pipeline,,oil_pipelines,Santos Limited [100.00%],Papua New Guinea,operating,1992,6000,line,"-6.265374,142.837007:-6.391463,143.321198",https://www.gem.wiki/Kutubu_Oil_Pipeline
